Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2020.MMP00526,2020.MMP00526,Incident,North America,02/08/2020,2020,August,2,,2,,,2,,Central America,Drowning,Mexico,US-Mexico border crossing,"Pacific Ocean, close to Ocean Beach, San Diego County, California, USA","San Diego Medical Examiner, KGTV, The San Diego Union Tribune","32.7494988, -117.2470353",Uncategorized,Two men found dead after panga boat capsizes near Ocean Beach; Two men found dead near suspected smuggling boat in Ocean Beach,5,https://archive.ph/3PNir,32.7494988,-117.2470353
2020.MMP00528,2020.MMP00528,Incident,North America,03/08/2020,2020,August,1,,1,,1,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.620381, -111.75064",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.620381,-111.75064
2020.MMP00529,2020.MMP00529,Incident,North America,03/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.963667, -112.57685",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.963667,-112.57685
2020.MMP00543,2020.MMP00543,Incident,North America,09/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Honduras,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.19238, -111.76245",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.19238,-111.76245
2020.MMP00544,2020.MMP00544,Incident,North America,10/08/2020,2020,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.704967, -111.84205",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.704967,-111.84205
2020.MMP00545,2020.MMP00545,Incident,North America,10/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.89555, -111.89444",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.89555,-111.89444
2020.MMP00546,2020.MMP00546,Incident,North America,09/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Ash Main Canal, Calexico, Imperial County, California, USA",Imperial County Coroner's Office,"32.7155792, -115.4137376",Northern America,,5,,32.7155792,-115.4137376
2020.MMP00549,2020.MMP00549,Incident,Caribbean,10/08/2020,2020,August,,5,5,12,1,4,,Caribbean,Drowning,Dominican,,"Off the coast of Miches, El Seibo, Dominican","Al Momento, Diario Libre","19.07040694, -69.03937254",Caribbean,MICHES: Rescatan con vida a 12 de 17 náufragos de yola iba a PR; Defensa Civil de Miches lleva tres días solicitando un helicóptero para buscar a náufragos,3,https://archive.ph/LYrGq,19.07040694,-69.03937254
2020.MMP00551,2020.MMP00551,Incident,Central America,11/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Libramiento México II Highway, close to Nueva Ciudad Guerrero, Tamaulipas, Mexico",Lider Web,"26.5540654, -99.181793",Central America,Hayan hombre entre brechas con varios días de fallecido,1,https://archive.ph/P2SjC,26.5540654,-99.181793
2020.MMP00552,2020.MMP00552,Incident,Central America,11/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, close to Parque Alamedas, Ciudad Acuña, Coahuila, Mexico",La Rancherita,"29.31828295, -100.91631889",Central America,Recuperan cuerpo de hombre ahogado en el río Bravo en Acuña,1,https://archive.vn/gDdMw,29.31828295,-100.9163189
2020.MMP00553,2020.MMP00553,Incident,North America,11/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Guatemala,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.84451, -111.50681",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.84451,-111.50681
2020.MMP00554,2020.MMP00554,Incident,North America,12/08/2020,2020,August,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.59327, -111.62151",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.59327,-111.62151
2020.MMP00555,2020.MMP00555,Incident,Caribbean,12/08/2020,2020,August,1,,1,,1,,,South America,Violence,Venezuela,,"Erin Road, Municipality Of San Fernando, South West of Trinidad Island, Trinidad and Tobago",Primicia,"10.1271529, -61.543683",Caribbean,Aumentan casos de venezolanas asesinadas en el exterior,1,https://archive.ph/q9h1N,10.1271529,-61.543683
2020.MMP00556,2020.MMP00556,Incident,Central America,12/08/2020,2020,August,1,,1,,1,,,Caribbean,Healthcare Inaccessibility,Haiti,Darien,"Santo Tomás Hospital, Panama City, Panama - She was transferred there from the Peñita transit center in the Darien Gap",National Migration Service ,"8.9699661, -79.5342573",Central America,,5,https://archive.vn/cVx4P,8.9699661,-79.5342573
2020.MMP00557,2020.MMP00557,Incident,Central America,14/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Las Pistolas Ranch, Ciudad Acuña, Coahuila, Mexico","Super Channel 12, Instituto Nacional de Migración (Grupos Beta)","29.3232963, -100.9514187",Central America,SEDENA y Beta ubicaron el cuerpo de una persona con estas características,5,https://archive.vn/NCm2V,29.3232963,-100.9514187
2020.MMP00559,2020.MMP00559,Incident,North America,15/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.44195, -111.673817",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.44195,-111.673817
2020.MMP00560,2020.MMP00560,Incident,North America,16/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.132167, -112.606917",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.132167,-112.606917
2020.MMP00561,2020.MMP00561,Incident,North America,16/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.447517, -111.239067",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.447517,-111.239067
2020.MMP00563,2020.MMP00563,Incident,North America,16/08/2020,2020,August,2,,2,,,2,1,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Barry Goldwater Range, Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.14783, -113.41962",Northern America,,5,,32.14783,-113.41962
2020.MMP00564,2020.MMP00564,Incident,North America,16/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, Eagle Pass, Maverick County, Texas, USA",La Rancherita,"28.70869162, -100.51003566",Northern America,"Localizan a joven ahogado en el río Bravo, su cuerpo fue recuperado en Eagle Pass",1,http://archive.ph/bC8ff,28.70869162,-100.5100357
2020.MMP00565,2020.MMP00565,Incident,North America,17/08/2020,2020,August,1,,1,,1,,,South America,Harsh Environment,Ecuador,US-Mexico border crossing,"About 2 miles south of Hondale Road, between Deming and Columbus, Luna County, New Mexico, USA","EL Paso Times,  KFOX","32.1232535, -107.7978734",Northern America,Ecuadorian migrant dies after being found by Border Patrol in Southern New Mexico desert,3,http://archive.vn/jhFMN,32.1232535,-107.7978734
2020.MMP00568,2020.MMP00568,Incident,North America,17/08/2020,2020,August,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.7092, -111.680783",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.7092,-111.680783
2020.MMP00571,2020.MMP00571,Incident,South America,18/08/2020,2020,August,1,,1,,1,,,South America,Violence,Venezuela,,"Mamatoco Neighborhood, Santa Marta City, Magdalena Department, Colombia",Comisionado Presidencial para Derechos Humanos de Atención a las Víctimas,"11.227466, -74.174858",South America,Humberto Prado condena asesinato de migrante venezolana en Colombia,5,https://archive.ph/dPPyf,11.227466,-74.174858
2020.MMP00572,2020.MMP00572,Incident,Central America,18/08/2020,2020,August,1,,1,,,1,,Central America,Drowning,Guatemala,US-Mexico border crossing,"Río Bravo, Matamoros, Tamaulipas, Mexico","EFE, Sin Embargo, The New York Times","25.88051143, -97.49764826",Central America,"Guatemalteco muere ahogado en el Río Bravo, entre México y Estados Unidos, Guatemalan Man Seeking Asylum Drowns Along US-Mexico Border",3,https://archive.ph/llrbP,25.88051143,-97.49764826
2020.MMP00573,2020.MMP00573,Incident,Central America,18/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Vehicular Accidents,Unknown,,"Camino a La Garrida, Irapuato, Guanajuato, Mexico","El Sol de Irapuato, am","20.7352385, -101.3697855",Central America,Encuentran a migrante muerto en La Garrida,3,https://archive.vn/8u0v3,20.7352385,-101.3697855
2020.MMP00574,2020.MMP00574,Incident,North America,18/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"In a canal, in the area near Bowie High School, El Paso County, Texas, USA",El Paso Times,"31.7632855, -106.45755191",Northern America,El Paso Fire Department water rescue team retrieves body from border canal in South Side,1,https://archive.ph/9AAYy,31.7632855,-106.4575519
2020.MMP00576,2020.MMP00576,Incident,North America,18/08/2020,2020,August,1,,1,,,1,1,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Sonoran Desert, Arizona, USA","Expreso Press, Mega News","32.2480009, -112.9161399",Northern America,"Santos, el mexicano que murió deshidratado en el desierto",3,https://archive.ph/I96H2,32.2480009,-112.9161399
2020.MMP00577,2020.MMP00577,Incident,North America,18/08/2020,2020,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.920578, -112.073668",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.920578,-112.073668
2020.MMP00578,2020.MMP00578,Incident,North America,18/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.539538, -110.756196",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.539538,-110.756196
2020.MMP00580,2020.MMP00580,Incident,North America,19/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.80283, -111.821",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.80283,-111.821
2020.MMP00583,2020.MMP00583,Incident,Central America,19/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, around Paseo del Río, Piedras Negras, Coahuila, Mexico","Zócalo, Instituto Nacional de Migración (Grupos Beta)","28.7037675, -100.5122109",Central America,Muere migrante ahogado en el río,5,http://archive.vn/LJdwj,28.7037675,-100.5122109
2020.MMP00585,2020.MMP00585,Incident,North America,20/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Desert near Ocotillo, Imperial County, California, USA",Imperial County Coroner's Office,"32.644379, -115.9993459",Northern America,,5,,32.644379,-115.9993459
2020.MMP00586,2020.MMP00586,Incident,North America,20/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Desert near Ocotillo, Imperial County, California, USA",Imperial County Coroner's Office,"32.644379, -115.9993459",Northern America,,5,,32.644379,-115.9993459
2020.MMP00595,2020.MMP00595,Incident,Central America,21/08/2020,2020,August,,1,1,,,1,,Central America,Harsh Environment,Mexico,,"Unspecified location close to Monclova, Coahuila, Mexico",La Voz de Coahuila,"26.9080378, -101.4215236",Central America,Busca a su hijo en Monclova,1,https://archive.ph/Tv0Jy,26.9080378,-101.4215236
2020.MMP00598,2020.MMP00598,Incident,North America,23/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.34813, -110.13821",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.34813,-110.13821
2020.MMP00603,2020.MMP00603,Incident,North America,24/08/2020,2020,August,1,,1,,,1,,Central America,Healthcare Inaccessibility,Mexico,US-Mexico border crossing,"In a hospital in South Texas, USA - had been formerly apprehended by the Rio Grande City Border Patrol",US Border Patrol,"26.3797874, -98.8203046",Northern America,CBP Statement regarding passing of Mexican national due to COVID,5,https://archive.vn/2qOi1,26.3797874,-98.8203046
2020.MMP00605,2020.MMP00605,Incident,North America,25/08/2020,2020,August,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Glass Ranch, close to Carrizo Springs, Maverick County, Texas, USA",Zócalo,"28.5377132, -99.8518583",Northern America,Hallan a migrante mexicano muerto,1,https://archive.vn/E7Z3d,28.5377132,-99.8518583
2020.MMP00606,2020.MMP00606,Incident,North America,26/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Accidental Death,Unknown,US-Mexico border crossing,"On South Trophy Street in Rio Grande City, Starr County, Texas, USA",Rio Grande City Police Department,"26.3451481, -98.7742858",Northern America,MAN ARRESTED AFTER IMMIGRANT LEFT TO DIE IN THE BRUSH,5,https://archive.vn/Qev2W,26.3451481,-98.7742858
2020.MMP00607,2020.MMP00607,Incident,Central America,26/08/2020,2020,August,1,,1,,,,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, next to Galeana st., Matamorors, Tamaulipas, Mexico","The Monitor, Contacto","25.88723685, -97.51198813",Central America,Bodies recovered from Rio Grande; Otro ahogado en el río Bravo,3,https://archive.vn/8KCrq,25.88723685,-97.51198813
2020.MMP00608,2020.MMP00608,Incident,South America,26/08/2020,2020,August,1,,1,,,1,,South America,Violence,Venezuela,,"Near Capitan Largo, Municipality of Abrego, Norte de Santander, Colombia",Entorno Inteligente,"8.0762129, -73.222102",South America,Hay 4 venezolanos entre  los asesinados en las maracres de Colombia en los ultimos dias,1,https://archive.ph/aAq5V,8.0762129,-73.222102
2020.MMP00609,2020.MMP00609,Incident,North America,26/08/2020,2020,August,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.959, -112.091467",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.959,-112.091467
